timestamp,open,high,low,close,volume
2025-06-01T22:00:00.000Z,3297.24,3309.41,3295.84,3307.26,4385
2025-06-01T22:15:00.000Z,3307.22,3308.54,3299.79,3303.9,2820
2025-06-01T22:30:00.000Z,3303.87,3305.81,3302.44,3305.73,2035
2025-06-01T22:45:00.000Z,3305.64,3315.05,3305.61,3313.08,2827
2025-06-01T23:00:00.000Z,3313.09,3316.56,3312.42,3313.69,2499
2025-06-01T23:15:00.000Z,3313.67,3313.99,3311.24,3312.06,1535
2025-06-01T23:30:00.000Z,3312.05,3313.11,3310.24,3311.27,1477
2025-06-01T23:45:00.000Z,3311.26,3312.24,3309.14,3310.13,2245
2025-06-02T00:00:00.000Z,3310.07,3314.72,3309.72,3313.12,3353
2025-06-02T00:15:00.000Z,3313.14,3314.88,3311.32,3312.87,3065
2025-06-02T00:30:00.000Z,3312.84,3313.51,3303.24,3307.33,4266
2025-06-02T00:45:00.000Z,3307.34,3311.52,3307.17,3311.24,3867
2025-06-02T01:00:00.000Z,3311.25,3313.62,3310.47,3312.24,3595
2025-06-02T01:15:00.000Z,3312.2,3313.28,3308.12,3309.28,3958
2025-06-02T01:30:00.000Z,3309.31,3310.84,3303.82,3306.36,4539
2025-06-02T01:45:00.000Z,3306.34,3307.05,3301.37,3303.64,4035
2025-06-02T02:00:00.000Z,3303.63,3308.83,3303.42,3308.34,3575
2025-06-02T02:15:00.000Z,3308.38,3311.42,3306.33,3306.81,3192
2025-06-02T02:30:00.000Z,3306.74,3309.59,3306.66,3307.12,2286
2025-06-02T02:45:00.000Z,3307.11,3308.49,3305.08,3307.27,2545
2025-06-02T03:00:00.000Z,3307.23,3307.58,3304.3,3305.22,2452
2025-06-02T03:15:00.000Z,3305.23,3308.31,3304.93,3305.52,2268
2025-06-02T03:30:00.000Z,3305.53,3305.94,3303.26,3305.29,2672
2025-06-02T03:45:00.000Z,3305.28,3308.8,3305.01,3308.55,2506
2025-06-02T04:00:00.000Z,3308.64,3312.23,3308.64,3311.45,3084
2025-06-02T04:15:00.000Z,3311.52,3313.9,3311.17,3313.56,2472
2025-06-02T04:30:00.000Z,3313.55,3315.65,3312.83,3314.67,2492
2025-06-02T04:45:00.000Z,3314.69,3318.09,3313.56,3313.81,2919
2025-06-02T05:00:00.000Z,3313.85,3319.56,3313.77,3318.65,3014
2025-06-02T05:15:00.000Z,3318.66,3319.79,3316.4,3318.09,2800
2025-06-02T05:30:00.000Z,3318.03,3323.12,3316.45,3322.47,3097
2025-06-02T05:45:00.000Z,3322.49,3325.62,3322.44,3323.68,3443
2025-06-02T06:00:00.000Z,3323.71,3329.28,3323.71,3327.94,4779
2025-06-02T06:15:00.000Z,3327.95,3337.91,3327.66,3337.55,5989
2025-06-02T06:30:00.000Z,3337.54,3345.03,3335.9,3345.03,5909
2025-06-02T06:45:00.000Z,3345.01,3345.34,3339.92,3344.41,5174
2025-06-02T07:00:00.000Z,3344.42,3352.61,3343.1,3351.3,6459
2025-06-02T07:15:00.000Z,3351.25,3358.81,3351.15,3353.39,7557
2025-06-02T07:30:00.000Z,3353.28,3358.97,3353.28,3354.43,5158
2025-06-02T07:45:00.000Z,3354.45,3356.81,3350.75,3352.56,5647
2025-06-02T08:00:00.000Z,3352.58,3356.37,3350.63,3353.61,4192
2025-06-02T08:15:00.000Z,3353.29,3355.05,3350.55,3353.03,3582
2025-06-02T08:30:00.000Z,3353.04,3354.61,3350.08,3353.65,3717
2025-06-02T08:45:00.000Z,3353.68,3355.63,3352.01,3352.02,3089
2025-06-02T09:00:00.000Z,3352.09,3352.42,3347.2,3348.51,4163
2025-06-02T09:15:00.000Z,3348.45,3351.07,3346.23,3346.97,3603
2025-06-02T09:30:00.000Z,3347.01,3347.59,3344.47,3346.73,4632
2025-06-02T09:45:00.000Z,3346.76,3348.47,3345.99,3348.32,3722
2025-06-02T10:00:00.000Z,3348.37,3349.46,3345.49,3346.39,3441
2025-06-02T10:15:00.000Z,3346.54,3350.64,3346.54,3349.3,3360
2025-06-02T10:30:00.000Z,3349.29,3350.49,3344.95,3345.18,4367
2025-06-02T10:45:00.000Z,3345.17,3351.32,3344.56,3348.59,4722
2025-06-02T11:00:00.000Z,3348.51,3349.95,3346.04,3349.25,4581
2025-06-02T11:15:00.000Z,3349.33,3353.96,3348.98,3353.34,3666
2025-06-02T11:30:00.000Z,3353.39,3360.04,3353.39,3356.68,5055
2025-06-02T11:45:00.000Z,3356.66,3358.56,3353.18,3356.25,4312
