timestamp,open,high,low,close,volume
2024-01-01T23:00:00.000Z,2062.86,2066.48,2062.8,2065.13,1886
2024-01-01T23:30:00.000Z,2065.13,2065.45,2063.15,2063.68,1865
2024-01-02T00:00:00.000Z,2063.73,2064.96,2062.29,2063.4,2335
2024-01-02T00:30:00.000Z,2063.38,2065.88,2063,2065.45,2025
2024-01-02T01:00:00.000Z,2065.36,2069.86,2064.85,2068.5,5863
2024-01-02T01:30:00.000Z,2068.52,2069.1,2066.39,2066.59,4784
2024-01-02T02:00:00.000Z,2066.57,2067.11,2063.98,2066.8,3227
2024-01-02T02:30:00.000Z,2066.78,2068.41,2065.82,2067.83,3624
2024-01-02T03:00:00.000Z,2067.83,2070.02,2066.5,2069.76,2755
2024-01-02T03:30:00.000Z,2069.78,2070.33,2068.64,2069.61,2004
2024-01-02T04:00:00.000Z,2069.62,2070.65,2068.89,2069.44,2089
2024-01-02T04:30:00.000Z,2069.55,2070.38,2068.9,2069.6,1841
2024-01-02T05:00:00.000Z,2069.61,2071.9,2069.49,2071.52,2350
2024-01-02T05:30:00.000Z,2071.52,2074.81,2070.85,2074.46,3313
2024-01-02T06:00:00.000Z,2074.55,2076.72,2072.93,2075.89,3368
2024-01-02T06:30:00.000Z,2075.83,2076.59,2073.79,2074.19,3409
2024-01-02T07:00:00.000Z,2074.13,2076.39,2073.35,2075.25,4728
2024-01-02T07:30:00.000Z,2075.28,2075.76,2073.21,2073.21,4221
2024-01-02T08:00:00.000Z,2073.22,2074.58,2072.28,2072.6,5640
2024-01-02T08:30:00.000Z,2072.65,2074.36,2071.81,2073.28,5017
2024-01-02T09:00:00.000Z,2073.29,2075.63,2073.25,2074.67,4319
2024-01-02T09:30:00.000Z,2074.63,2078.89,2074.61,2077.08,4345
2024-01-02T10:00:00.000Z,2077.08,2077.74,2073.51,2074.7,4294
2024-01-02T10:30:00.000Z,2074.71,2076.53,2074.35,2075.97,3994
2024-01-02T11:00:00.000Z,2075.96,2076.18,2072.81,2075,5054
2024-01-02T11:30:00.000Z,2074.88,2074.91,2068.31,2069.22,5963
2024-01-02T12:00:00.000Z,2069.19,2069.46,2065.06,2065.99,5904
2024-01-02T12:30:00.000Z,2065.99,2068.32,2065.59,2067.9,4999
2024-01-02T13:00:00.000Z,2067.86,2068.74,2064.87,2067.06,7942
2024-01-02T13:30:00.000Z,2067.14,2071.05,2064.85,2066.21,8523
2024-01-02T14:00:00.000Z,2066.28,2067.89,2064.64,2065.94,7335
2024-01-02T14:30:00.000Z,2065.84,2070.42,2062.16,2070.31,13780
2024-01-02T15:00:00.000Z,2070.33,2070.65,2063.94,2064.89,11372
2024-01-02T15:30:00.000Z,2064.89,2065.26,2055.97,2059.38,12011
2024-01-02T16:00:00.000Z,2059.4,2067.56,2059.22,2065.53,10406
2024-01-02T16:30:00.000Z,2065.44,2066.89,2064.17,2066.07,5868
2024-01-02T17:00:00.000Z,2066.06,2066.92,2062.82,2064.08,5336
2024-01-02T17:30:00.000Z,2064.05,2065.22,2061.87,2062.7,4639
2024-01-02T18:00:00.000Z,2062.72,2064.94,2061.5,2064.49,4311
2024-01-02T18:30:00.000Z,2064.47,2064.48,2060.57,2061.17,3369
2024-01-02T19:00:00.000Z,2061.17,2062.13,2060.42,2061.62,2610
2024-01-02T19:30:00.000Z,2061.6,2062.02,2060.44,2060.87,2548
2024-01-02T20:00:00.000Z,2060.92,2061.6,2059.45,2059.69,2052
2024-01-02T20:30:00.000Z,2059.68,2060.21,2058,2058.19,3408
2024-01-02T21:00:00.000Z,2058.25,2059.08,2058.04,2058.5,1307
2024-01-02T21:30:00.000Z,2058.51,2059.27,2058.41,2058.83,678
2024-01-02T23:00:00.000Z,2059.08,2059.46,2058.55,2059.3,840
2024-01-02T23:30:00.000Z,2059.2,2060.16,2058.79,2059.62,1672
2024-01-03T00:00:00.000Z,2059.72,2062.1,2059.26,2062.07,1786
2024-01-03T00:30:00.000Z,2062.08,2062.08,2060,2060.26,2797
2024-01-03T01:00:00.000Z,2060.3,2062.18,2059.55,2061.25,4416
2024-01-03T01:30:00.000Z,2061.25,2062.52,2060.97,2062.45,3902
2024-01-03T02:00:00.000Z,2062.47,2064.35,2061.55,2063.94,3303
2024-01-03T02:30:00.000Z,2063.94,2065.18,2063.25,2064.68,2735
2024-01-03T03:00:00.000Z,2064.65,2065.62,2063.33,2063.65,2560
2024-01-03T03:30:00.000Z,2063.65,2065.32,2063.39,2065.08,1697
2024-01-03T04:00:00.000Z,2065.08,2065.14,2064.35,2065.12,1197
2024-01-03T04:30:00.000Z,2065.09,2065.54,2064.51,2064.84,1036
2024-01-03T05:00:00.000Z,2064.83,2064.83,2063.54,2063.58,1593
2024-01-03T05:30:00.000Z,2063.68,2065.92,2063.68,2064.05,2843
2024-01-03T06:00:00.000Z,2064.04,2065.39,2063.44,2064.64,3035
2024-01-03T06:30:00.000Z,2064.62,2065.05,2063.69,2064.27,2572
2024-01-03T07:00:00.000Z,2064.27,2064.27,2060.85,2061.43,4280
2024-01-03T07:30:00.000Z,2061.43,2063.78,2061.02,2062.97,3589
2024-01-03T08:00:00.000Z,2062.94,2064.34,2058.85,2060.68,4670
2024-01-03T08:30:00.000Z,2060.68,2061.68,2059.41,2060.1,4725
2024-01-03T09:00:00.000Z,2060.09,2060.6,2057.84,2058.76,4577
2024-01-03T09:30:00.000Z,2058.77,2059.1,2054.25,2056.76,4658
2024-01-03T10:00:00.000Z,2056.82,2057.17,2052.61,2052.96,4138
2024-01-03T10:30:00.000Z,2052.96,2055.93,2052.96,2054.93,3961
2024-01-03T11:00:00.000Z,2054.93,2055.67,2051.58,2052.34,3710
2024-01-03T11:30:00.000Z,2052.39,2052.39,2046.71,2047.62,5708
2024-01-03T12:00:00.000Z,2047.62,2048.11,2041.81,2043.6,7154
2024-01-03T12:30:00.000Z,2043.54,2048.31,2042.08,2045.66,7253
2024-01-03T13:00:00.000Z,2045.69,2047.96,2041.4,2042.87,8871
2024-01-03T13:30:00.000Z,2042.83,2044.99,2038.72,2040.99,9605
2024-01-03T14:00:00.000Z,2041.07,2042.31,2034.62,2037.08,10224
2024-01-03T14:30:00.000Z,2037.16,2039.67,2031.74,2037.69,11780
2024-01-03T15:00:00.000Z,2037.66,2048.77,2035.54,2037.42,15955
2024-01-03T15:30:00.000Z,2037.4,2038.89,2031.86,2032.54,11922
2024-01-03T16:00:00.000Z,2032.66,2036.01,2031.3,2034.07,9917
2024-01-03T16:30:00.000Z,2034.14,2034.69,2031.41,2032.41,8270
2024-01-03T17:00:00.000Z,2032.52,2033.73,2031.02,2032.73,6823
2024-01-03T17:30:00.000Z,2032.71,2033.38,2030.67,2033.35,5535
2024-01-03T18:00:00.000Z,2033.35,2035.2,2032.92,2035.01,4852
2024-01-03T18:30:00.000Z,2035.07,2036.29,2034.02,2035.86,3645
2024-01-03T19:00:00.000Z,2035.86,2039.19,2030.61,2038.75,9297
2024-01-03T19:30:00.000Z,2038.75,2042.3,2034.81,2036.69,9280
2024-01-03T20:00:00.000Z,2036.65,2042.01,2036.49,2041.14,6465
2024-01-03T20:30:00.000Z,2041.15,2042.3,2040.75,2040.99,4944
2024-01-03T21:00:00.000Z,2040.93,2041.74,2040.33,2041.46,1611
2024-01-03T21:30:00.000Z,2041.46,2041.66,2040.66,2041.12,945
2024-01-03T23:00:00.000Z,2041.69,2043.09,2041.19,2042.54,1502
2024-01-03T23:30:00.000Z,2042.55,2043.9,2042.35,2042.95,1734
2024-01-04T00:00:00.000Z,2042.91,2043.13,2042.18,2042.97,2078
2024-01-04T00:30:00.000Z,2042.95,2042.97,2041.62,2042.13,1931
2024-01-04T01:00:00.000Z,2042.16,2043.26,2040.7,2041.08,4121
2024-01-04T01:30:00.000Z,2041.09,2042.35,2040.13,2042.21,4091
2024-01-04T02:00:00.000Z,2042.2,2044.6,2042.2,2044.15,4251
2024-01-04T02:30:00.000Z,2044.16,2044.72,2042.56,2044.6,3187
2024-01-04T03:00:00.000Z,2044.7,2046.59,2044.07,2046.42,2526
2024-01-04T03:30:00.000Z,2046.46,2046.86,2044.54,2044.61,2550
2024-01-04T04:00:00.000Z,2044.54,2044.58,2042.41,2043.22,2749
2024-01-04T04:30:00.000Z,2043.21,2044.69,2042.65,2043.09,1824
2024-01-04T05:00:00.000Z,2043.01,2043.81,2042.5,2043.45,1842
2024-01-04T05:30:00.000Z,2043.49,2044.33,2042.39,2043.75,3140
2024-01-04T06:00:00.000Z,2043.77,2048.66,2043.63,2046.95,4097
2024-01-04T06:30:00.000Z,2046.92,2047.92,2045.23,2047.23,4570
2024-01-04T07:00:00.000Z,2047.18,2048.67,2046.45,2048.24,4817
2024-01-04T07:30:00.000Z,2048.24,2049.59,2046.72,2047.69,4596
2024-01-04T08:00:00.000Z,2047.76,2048.58,2046.68,2047.4,5114
2024-01-04T08:30:00.000Z,2047.42,2047.59,2045.4,2046.76,5348
2024-01-04T09:00:00.000Z,2046.77,2048.79,2046.31,2047.14,4547
